response,context,context/0
Would you like to hear another reason why men are better than women?,Really?,I dont know. Sounds pretty bad. Pennys back in her apartment all by herself.
You would never kiss me and make me say I love you and then break up with me.,"Sure, lets make it an even hundred.",Would you like to hear another reason why men are better than women?
And you know why? Cause youre a man. The champagne of genders.,I wouldnt.,You would never kiss me and make me say I love you and then break up with me.
"Yeah, well, and you admit it, like a man. All you hear women say is, Ill just have a salad. You know? Wheres my lip gloss? I think this element should be called radium. That last one was Madame Curie.","Well, I may be a man, but I think Im the one that screwed up on this one.",And you know why? Cause youre a man. The champagne of genders.
You know what? She was kind of an honorary man. She had a penis made of science.,I figured that out.,"Yeah, well, and you admit it, like a man. All you hear women say is, Ill just have a salad. You know? Wheres my lip gloss? I think this element should be called radium. That last one was Madame Curie."
Really? I never imagined it any other way.,Cant believe Im spending my wedding night with you.,You know what? She was kind of an honorary man. She had a penis made of science.
Why are you up?,Really? I never imagined it any other way.,Cant believe Im spending my wedding night with you.
"Perhaps you can think of this n a more positive light. In one day, youve managed to do what it takes many couples decades to achieve.","How am I supposed to sleep? Ive been married less than 24 hours, and my wife isnt speaking to me.",Why are you up?
"Me neither. But I just had a tickle in my throat, not profound marital problems.",Of course not.,You couldnt sleep either?
"Glad you asked. As I see it, theres a simple solution. Your lips had a dalliance with the lips of another woman. It seems only logical that to restore balance to the relationship, you should find another man and dally with him. And by dally, I mean some hardcore mouth-on-mouth action.","Please, tell me how I can fix it.",I dont know.
Im currently single.,"You cant be serious. Cause I messed up and made out with a girl, youre gonna do the same with a random guy?","Actually, I think hes onto something."
I will tell you what is happening. I am saving my best friends marriage.,What is happening?,Thats true. You are.
"Well, hello to you, too.","Sheldon, I dont think you understand how being broken up works. The only way I can sort through my feelings is if there is space between us. Every time I see you, it re-traumatizes me. I go through the pain all over again.",U-u-u-uh!
"I understand were no longer a couple, but I would like to remind you that we made a baby together.",What do you want?,"Well, hello to you, too."
A precocious little Internet show known as Fun With Flags.,What baby?,"I understand were no longer a couple, but I would like to remind you that we made a baby together."
Great. See you in about half an hour.,Im hanging up.,A precocious little Internet show known as Fun With Flags.
Why not?,"Sheldon, I am not doing Fun With Flags with you.",Great. See you in about half an hour.
"Sonny and Cher made it work. Their variety show kept going long after the divorce, and here we are still talking about them.",Because were broken up.,Why not?
"You must be thinking about Donny and Marie, cause you and I are clearly talking about Sonny and Cher.",No ones talking about Sonny and Cher.,"Sonny and Cher made it work. Their variety show kept going long after the divorce, and here we are still talking about them."
"Well, if you want to see less of me, maybe we should go out again.","Sheldon, this has to stop. I know its hard. Its hard for me, too. But Ive seen and talked to you more in the two days weve been broken up than in the last two months that we were together.","You must be thinking about Donny and Marie, cause you and I are clearly talking about Sonny and Cher."
Im here to return your belongings. Thats what people whove broken up do.,What are you doing here?,Whatever. It would have been nice to hear it from you.
"On the contrary, you no longer get to enjoy my charming eccentricities. Were not friends with benefits.",And you didnt do your compulsive knocking ritual so I would open the door.,Im here to return your belongings. Thats what people whove broken up do.
Wait. Dont you want to go through it to make sure I havent forgotten anything?,Just give me the box.,"On the contrary, you no longer get to enjoy my charming eccentricities. Were not friends with benefits."
You wore it the night we went ice-skating. Remember?,Fine. My old scarf.,Wait. Dont you want to go through it to make sure I havent forgotten anything?
"We made one heck of a team, huh?","You mean the night that I went ice-skating, and you stood at the rail googling the symptoms of hypothermia?",You wore it the night we went ice-skating. Remember?
"Its not yours? Oh, my. How embarrassing for both of us.",Whose bra is this?,"We made one heck of a team, huh?"
"Hey, you broke up with me. It is none of your business whose naked bosom Im smooshing around like pizza dough.",Its Pennys.,"Its not yours? Oh, my. How embarrassing for both of us."
"Amy. Hmm. Tables work, too. Good to know.",Good-bye.,"Hey, you broke up with me. It is none of your business whose naked bosom Im smooshing around like pizza dough."
Hello.,"If you dont mind waiting for a Groupon, we can try marriage counselling.","All right, look, Im sorry I said I was okay with everything before we got married. I hate that were going through this, but I dont know what to do."
"Oh, of course. Wouldnt want to intrude. This is yours.","Hey, uh, buddy, can we have some privacy?",Hello.
Nothing odd. I just wanted to rub Amys nose in it.,"Okay, when Im done with him, Im gonna need more information.","Oh, of course. Wouldnt want to intrude. This is yours."
"Now, forgive me for eavesdropping, but as I see it, theres a simple solution.","Okay, look, I might be overreacting, but how am I supposed to get past this when I know tomorrow youre gonna go to work and see this woman?",Nothing odd. I just wanted to rub Amys nose in it.
Bring Penny to meet Mandy.,"Wake up, wake up, wake up.","Now, forgive me for eavesdropping, but as I see it, theres a simple solution."
"Well, right now, Pennys imagination is running wild, but if they meet, that will eliminate the mystery and alleviate her fears. Like when that Sparkletts guy let me look under his eye patch.",What? Why?,Bring Penny to meet Mandy.
And we learned that you dont need an eyeball to do that.,"Uh, first of all, you made that guy cry.","Well, right now, Pennys imagination is running wild, but if they meet, that will eliminate the mystery and alleviate her fears. Like when that Sparkletts guy let me look under his eye patch."
Yes. And thats coming from me.,Im not being weird. Am I being weird?,"No, but now that youre being weird about it, maybe I should."
"In Leonard? Oh, even the Sparkletts guy could see thats unlikely.","Yeah, well, maybe she has interest in you.",How many times do I have to tell you? I have no interest in this woman.
"Hello. Im Dr. Sheldon Cooper, and welcome to Sheldon Cooper Presents: Fun With Flags. You may notice that Im holding a remote control. Thats because my cameraperson and co-host, Dr. Amy Farrah Fowler, has chosen to end her relationship with me. Im going to pause here to let that sink in. Okay. If you need to pause a little longer, just click the pause button. But the show must go on. And thankfully, all the things my girlfriend used to do can be taken care of with my right hand. Anyway, lets not spend any more time talking about her. Were here to talk about flags. Tonights theme, flags of countries that have been torn apart and the women I have a feeling were responsible.","Oh, me neither, not until just now.",I never thought about it like that.
