response,context/0,context/1,context/2,context/3,context/4
"No I mean the singed flesh, I can smell it! Those lilacs on the table.",Yeah sorry I wasn't really concentrating.,Hey! You burned my cheek!,Hold still Fry. I can reattach it with my emergency face laser.,"Uh, what is that? How do you have that Nd-Nd? I've never seen it before. My friend left it here.",My nose! Light of my face!
"Well, great seeing you, I guess we'll be on our -",She also liked to shut up!,For the last time I don't like lilacs! Your first wife was the one who liked lilacs.,At least someone noticed.,"No I mean the singed flesh, I can smell it! Those lilacs on the table.",Yeah sorry I wasn't really concentrating.
"Hey, what've you heard?",Interesting. The trousers conceal a tiny secondary horn.,"No sir-chee! The main event, so to speak, is downstairs near the wallet. Ever seen soccer players line up to block a free kick? They ain't covering their noses I'll say that much! Well, seeya!",But I thought the horn was the human wing dang doodle?,"Yo, highness! Uh, just out of robo-curiosity, why would you use a guy's nose for an aphrodisiac instead of his...you know...wing dang doodle?","Well, great seeing you, I guess we'll be on our -"
"OK, you can have my nose.",Guards! Seize him! Prepare to harvest the lower horn!,"Hey, what've you heard?",Interesting. The trousers conceal a tiny secondary horn.,"No sir-chee! The main event, so to speak, is downstairs near the wallet. Ever seen soccer players line up to block a free kick? They ain't covering their noses I'll say that much! Well, seeya!",But I thought the horn was the human wing dang doodle?
Wait! I'm usually the first guy to toot my own lower horn -,Remove pants!,Then bring it to our royal bedchamber and put it in the sock drawer with all the other things that have failed to arouse my passion for this woman.,In other words slop a lot of ketchup and salt on it!,Remove the human's lower horn and prepare it to be eaten by me.,Yeah?
But in this case I just don't think it'll do any good.,I'll say!,Wait! I'm usually the first guy to toot my own lower horn -,Remove pants!,Then bring it to our royal bedchamber and put it in the sock drawer with all the other things that have failed to arouse my passion for this woman.,In other words slop a lot of ketchup and salt on it!
However huge it might be.,Let's face it. You two have deep relationship problems that can't be solved by an aphrodisiac.,That's what she said!,But in this case I just don't think it'll do any good.,I'll say!,Wait! I'm usually the first guy to toot my own lower horn -
Wh-What if we helped you get your passion back without the hassle of mutilating me?,And you used to wear a size-3 cape. But not anymore! Now bring me that lower horn while I'm still in the mood.,Oh shush. You stepped on them by accident and then you cried all night. That's the kind of sensitive man you used to be.,Yes but I'm the one who injured them!,We'd go walking in the woods and Lrrr would find injured little tinkle-bunnies and nurse them back to health.,I only wrote that poem to test my printer.
Then it's a deal. We get one night. I keep my horn as long as you two end up doing the horizontal monster mash.,Like hell I wouldn't. I'm not gonna be blamed for not going!,"Hmm, sounds interesting. But he would never do it.","Yeah, we know a great place in the mountains. We could take you there for a romantic dinner under the stars.",Wh-What if we helped you get your passion back without the hassle of mutilating me?,And you used to wear a size-3 cape. But not anymore! Now bring me that lower horn while I'm still in the mood.
"So, what can I get you this evening?","That's it, this date is over! Waiter!",Oh big spender!,No thanks. Just water please. Tap water!,Bonjour. May I offer you a box of wine for the edge of the table?,I don't get it!
"I'll just start you off with some bread. Some sexy, arousing bread!",Your lower horn!,"So, what can I get you this evening?","That's it, this date is over! Waiter!",Oh big spender!,No thanks. Just water please. Tap water!
"So uh, how are you two sneaky poopums doing?",It's used to it!,"Mmm, this jerked chicken is good! I think I'll have Fry's lower horn jerked.","One of these days Nd-Nd, bang, zoom, straight to the third moon of Omicron Persei 8!",Why don't you just inject some fat straight into your ass and cut out the middle man!,Fine but none of that whole-grain goat food! And bring plenty of melted butter.
"Come on freedom cage! Roll me to safety! Yes! I never thought I'd escape with my doodle, but I pulled it out!","Quick Fry, run for it!",Pluck the lower horn and let's get out of here!,The humans are attacking.,Don't worry Fry. Things look bad but I still have a trump card. The most beautiful love song ever written.  singing badly  And I will always love you......will always love you...,Go for it.
Bigfoot! He's real! I knew it. The Loch Ness Monster's book was right!,Give me that!,Just like at the movie theatre!,"Come on freedom cage! Roll me to safety! Yes! I never thought I'd escape with my doodle, but I pulled it out!","Quick Fry, run for it!",Pluck the lower horn and let's get out of here!
Yeah!,Now leave this gentle sasquatch - or wood ape - in peace so I can finally and at long last harvest this pathetic human's lower horn.,"OK, nighty nght.",You'll have to get through me first.,Of course not. I'm just gonna tranquilise him so I can chop off his feet as proof he exists. Then dump him back in the wild. He'll do fine.,You're going to kill this innocent giganto?
So who should I root for? America or one of those countries I learned about at the Food Court?,"By Mike Rowe Transcribed by Dave, The Neutral Planet",It turns out it's Man.,"I have combined the DNA of the world's most evil animals, to make the most evil creature of them all.",As usual! Run away!,"Well Fry, it looks like you get to hold onto your lower horn."
"But have they seen your...y'know...physique, since the old days?",And I said I'd try my very best.,That's when they begged my husband to step in and make an ass out of himself.,Jamaicans have other interests. Which is why the limbo team got detained at the airport.,"Yeah, isn't that basically all Jamaicans do?",It does seem like Jamaica will be able to field a strong limbo team without you.
I can't watch this 'cause it's creepy and wrong and sick. However I will watch out of curiosity.,C'mon!,"I'm sorry ladies but I must do this. Not for you, not for Bender, but for the proud people of Robonia!",Pfft.,If you have even the slightest respect for the dignity of women -,"No, you can't!"
But you're not really a lady anyway. Right?,Snuh-uh! You're making us look like jerks in front of the other genders.,I'm just out there making us ladies look good.,"I don't know which I'm more, enraged or disgusted!",Oh yeah baby c'mon! Work your can! That's it shake it out!,Ooo yeah c'mon baby boom!
You gotta tell me. You're not actually attracted to Calculon right? And if you are don't tell me. Are you?,Perfect.,Yes.,This top makes me look fat. Is it trampy to go on a first date nude?,Of course I would.,Calculon. You'd be fulfilling this naive Robonian farmgirl's fantasy!
"But what if he wants to, I mean if he tries to...uh...Barry White?","Oh please. Every man wants a tramp! No wonder you girls aren't married! I tell you, men are so much better at being women.",No way!,No they don't.,Are you kidding? I need more lipstick! Much more! Ooo yeah that's the stuff! Men love it when you really glob it on!,Well I think you dating a Manbot is a disgrace. And I refuse to be involved. And you have way too much lipstick on.
I'll miss you buddy. You've been like a brother and then a sister to me. And now you're getting married. I love you.,Maybe she's right about the lipstick.,"Oh Calculon, yes I will!","Coilette, I can't stop thinking about you. I can't sleep at night - although as a robot I don't do that anyway. But if I did I couldn't because I love you so. Oh my darling......Will you marry me?",Bah. Any day now he'll dump me for a new wad of arm candy. And then I can turn back into a guy and hock all this stuff! It's just a game.,No kidding. These gifts have been coming non-stop! I think Calculon's falling for you.
Cool. What's for dinner?,The marriage is a scam.,I'll miss you buddy. You've been like a brother and then a sister to me. And now you're getting married. I love you.,Maybe she's right about the lipstick.,"Oh Calculon, yes I will!","Coilette, I can't stop thinking about you. I can't sleep at night - although as a robot I don't do that anyway. But if I did I couldn't because I love you so. Oh my darling......Will you marry me?"
That's marriage alright!,"I marry Calculon, divorce him, take half his money and turn back into a guy. It's sort of a two-person pyramid scheme.",What do you mean a scam?,Cool. What's for dinner?,The marriage is a scam.,I'll miss you buddy. You've been like a brother and then a sister to me. And now you're getting married. I love you.
