response,context/0,context/1,context/2,context/3,context/4
You mean we've gone back in time?,This is how I've been getting to my lessons all year.,McGonagall gave it to me first term.,"This is a Time-Turner, Harry.",This is not normal.,"Hermione, no! He's not worth it."
Good punch.,"Clearly, something happened he wants us to change.",Dumbledore obviously wanted us to return to this moment.,Yes.,You mean we've gone back in time?,This is how I've been getting to my lessons all year.
Come on. We should be at Hagrid's.,"Not good, brilliant.",That felt good.,I'm gonna get that jumped-up mudblood! Mark my words.,"Not a word to anyone, understood?",Run.
Look. Buckbeak's still alive.,Come on. We should be at Hagrid's.,"Not good, brilliant.",That felt good.,I'm gonna get that jumped-up mudblood! Mark my words.,"Not a word to anyone, understood?"
Here they come. I'd better hurry.,Let's go.,"If we succeed, more than one innocent life could be spared.",Remember what Dumbledore said?,Of course.,Look. Buckbeak's still alive.
That's Pettigrew.,Keep a closer eye on your pet.,"Scabbers, you're alive!","Otherwise, he'll think Hagrid set him free.",Fudge has to see Buckbeak before we steal him.,Here they come. I'd better hurry.
Hermione that's the he betrayed my parents.,"Harry, you can't.",That's Pettigrew.,Keep a closer eye on your pet.,"Scabbers, you're alive!","Otherwise, he'll think Hagrid set him free."
You don't expect me to sit here.,Hermione that's the he betrayed my parents.,"Harry, you can't.",That's Pettigrew.,Keep a closer eye on your pet.,"Scabbers, you're alive!"
Are you mad?,Why aren't we leaving?,And we aren't leaving?,Fudge is coming.,We can't be seen.,Awful things happen to wizards who meddle with time Harry.
That hurt.,Are you mad?,Why aren't we leaving?,And we aren't leaving?,Fudge is coming.,We can't be seen.
What?,Is that really what my hair looks like from the back?,We're coming out the back door. Go!,Sorry.,That hurt.,Are you mad?
Get away. Get off.,"Okay, go, Harry. Go!",Let's go.,I thought I just saw Never mind.,What?,Is that really what my hair looks like from the back?
"Okay, Buckbeak. Come quickly.","Yes, very well. Perhaps it would be...","Minister, I really think I should sign as well.",Get away. Get off.,"Okay, go, Harry. Go!",Let's go.
Come with us now. Come on.,"Okay, Buckbeak. Come quickly.","Yes, very well. Perhaps it would be...","Minister, I really think I should sign as well.",Get away. Get off.,"Okay, go, Harry. Go!"
Buckbeak. Okay?,Keep trying. Come on. Quickly.,Come with us now. Come on.,"Okay, Buckbeak. Come quickly.","Yes, very well. Perhaps it would be...","Minister, I really think I should sign as well."
Quickly. Hurry up. Okay?,Buckbeak. Okay?,Keep trying. Come on. Quickly.,Come with us now. Come on.,"Okay, Buckbeak. Come quickly.","Yes, very well. Perhaps it would be..."
"Hurry up now, Buckbeak, okay?",It's such a very long name...,Your name only.,Quickly. Hurry up. Okay?,Buckbeak. Okay?,Keep trying. Come on. Quickly.
This way.,Over there.,Where?,Over there.,I see no strawberries.,"Come on, Buckbeak. Come on."
This way.,Come on.,"You'll find no small glasses in this house, professor.",Thank you.,"Oh, executioner, your services are no longer required.","Meanwhile, I'd like a nice cup of tea or a large brandy."
"This way, now.",This way.,Come on.,"You'll find no small glasses in this house, professor.",Thank you.,"Oh, executioner, your services are no longer required."
Now what?,"This way, now.",This way.,Come on.,"You'll find no small glasses in this house, professor.",Thank you.
How?,We save Sirius.,Now what?,"This way, now.",This way.,Come on.
And now we wait.,And Snape's coming.,Immobulus!,Look. It's Lupin.,No idea.,How?
Yeah.,At least someone's enjoying himself.,And now we wait.,And now we wait.,And Snape's coming.,Immobulus!
Hermione?,Yeah.,At least someone's enjoying himself.,And now we wait.,And now we wait.,And Snape's coming.
"Before, down by the lake, when I was with Sirius I did see someone.",Yeah?,Hermione?,Yeah.,At least someone's enjoying himself.,And now we wait.
That someone made the dementors go away.,"Before, down by the lake, when I was with Sirius I did see someone.",Yeah?,Hermione?,Yeah.,At least someone's enjoying himself.
It was my dad.,According to him only a really powerful wizard could have conjured it.,I heard Snape telling Dumbledore.,With a Patronus.,That someone made the dementors go away.,"Before, down by the lake, when I was with Sirius I did see someone."
It was my dad conjured the Patronus.,It was my dad.,According to him only a really powerful wizard could have conjured it.,I heard Snape telling Dumbledore.,With a Patronus.,That someone made the dementors go away.
Dead. I know.,"Harry, but your dad's...",It was my dad conjured the Patronus.,It was my dad.,According to him only a really powerful wizard could have conjured it.,I heard Snape telling Dumbledore.
I'm just telling you what I saw.,Dead. I know.,"Harry, but your dad's...",It was my dad conjured the Patronus.,It was my dad.,According to him only a really powerful wizard could have conjured it.
You see Sirius talking to me there?,Here we come.,I'm just telling you what I saw.,Dead. I know.,"Harry, but your dad's...",It was my dad conjured the Patronus.
He's asking me to come live with him.,You see Sirius talking to me there?,Here we come.,I'm just telling you what I saw.,Dead. I know.,"Harry, but your dad's..."
"When we free him, I'll never have to go back to the Dursleys'.",That's great.,He's asking me to come live with him.,You see Sirius talking to me there?,Here we come.,I'm just telling you what I saw.
It'll just be me and him.,"When we free him, I'll never have to go back to the Dursleys'.",That's great.,He's asking me to come live with him.,You see Sirius talking to me there?,Here we come.
We could live in the country someplace you can see the sky.,It'll just be me and him.,"When we free him, I'll never have to go back to the Dursleys'.",That's great.,He's asking me to come live with him.,You see Sirius talking to me there?
He'll like that after all those years in Azkaban.,We could live in the country someplace you can see the sky.,It'll just be me and him.,"When we free him, I'll never have to go back to the Dursleys'.",That's great.,He's asking me to come live with him.
Let's go.,Run! Run!,Harry!,He'll like that after all those years in Azkaban.,We could live in the country someplace you can see the sky.,It'll just be me and him.
What are you doing?,Let's go.,Run! Run!,Harry!,He'll like that after all those years in Azkaban.,We could live in the country someplace you can see the sky.
Thanks.,Saving your life.,What are you doing?,Let's go.,Run! Run!,Harry!
Great. Now he's coming for us.,Thanks.,Saving your life.,What are you doing?,Let's go.,Run! Run!
Poor Professor Lupin's having a really tough night.,That was so scary.,"Yeah, I didn't think about that. Run!",Great. Now he's coming for us.,Thanks.,Saving your life.
Sirius. Come on!,Poor Professor Lupin's having a really tough night.,That was so scary.,"Yeah, I didn't think about that. Run!",Great. Now he's coming for us.,Thanks.
Don't worry.,This is horrible.,Sirius. Come on!,Poor Professor Lupin's having a really tough night.,That was so scary.,"Yeah, I didn't think about that. Run!"
My dad will come.,Don't worry.,This is horrible.,Sirius. Come on!,Poor Professor Lupin's having a really tough night.,That was so scary.
He'll conjure the Patronus.,My dad will come.,Don't worry.,This is horrible.,Sirius. Come on!,Poor Professor Lupin's having a really tough night.
Any minute now.,He'll conjure the Patronus.,My dad will come.,Don't worry.,This is horrible.,Sirius. Come on!
Right there. You'll see.,Any minute now.,He'll conjure the Patronus.,My dad will come.,Don't worry.,This is horrible.
"Don't worry, he will.",No one's coming.,"Harry, listen to me.",Right there. You'll see.,Any minute now.,He'll conjure the Patronus.
He will come.,"Don't worry, he will.",No one's coming.,"Harry, listen to me.",Right there. You'll see.,Any minute now.
Sirius.,He will come.,"Don't worry, he will.",No one's coming.,"Harry, listen to me.",Right there. You'll see.
Expecto Patronum!,Harry!,You're dying both of you.,Sirius.,He will come.,"Don't worry, he will."
"You were right, Hermione.",Expecto Patronum!,Harry!,You're dying both of you.,Sirius.,He will come.
It wasn't my dad I saw earlier. It was me!,"You were right, Hermione.",Expecto Patronum!,Harry!,You're dying both of you.,Sirius.
I saw myself conjuring the Patronus before.,It wasn't my dad I saw earlier. It was me!,"You were right, Hermione.",Expecto Patronum!,Harry!,You're dying both of you.
"I knew I could do it this time because well, I had already done it.",I saw myself conjuring the Patronus before.,It wasn't my dad I saw earlier. It was me!,"You were right, Hermione.",Expecto Patronum!,Harry!
Does that make sense?,"I knew I could do it this time because well, I had already done it.",I saw myself conjuring the Patronus before.,It wasn't my dad I saw earlier. It was me!,"You were right, Hermione.",Expecto Patronum!
I want to go with you.,I'll be forever grateful for this to both of you.,Bombarda!,No. But I don't like flying...!,Does that make sense?,"I knew I could do it this time because well, I had already done it."
But you're innocent.,And besides you're meant to be here.,"For some time, my life will be too unpredictable.","One day, perhaps.",I want to go with you.,I'll be forever grateful for this to both of you.
My mother's eyes.,Except your eyes. You have...,I expect you're tired of hearing this but you look so like your father.,"And for now, that will do.",And you know it.,But you're innocent.
He's free. We did it.,Well?,We have to go.,You really are the brightest witch of your age.,And you can always find them in here.,But know this: The ones that love us never really leave us.
I don't know.,"What's he talking about, Harry?",And now you're there.,I was talking to you there.,How did you get there?,Good night.
"Honestly, Ron. How can somebody be in two places at once?",I don't know.,"What's he talking about, Harry?",And now you're there.,I was talking to you there.,How did you get there?
You've been sacked.,"I've looked worse, believe me.",I saw you coming.,"Hello, Harry.","Honestly, Ron. How can somebody be in two places at once?",I don't know.
Resigned? Why?,"No. No. I resigned, actually.",You've been sacked.,"I've looked worse, believe me.",I saw you coming.,"Hello, Harry."
But Dumbledore...,"This time tomorrow, the owls will start arriving and parents will not want well, someone like me teaching their children.","Well, it seems that somebody let slip the nature of my condition.",Resigned? Why?,"No. No. I resigned, actually.",You've been sacked.
