response,context,context/0
Or... or cost-saving alternative: you could get checked out by someone who looks just like him. I'm gonna go scrub up. I'll meet you in stall three.,"No, we've made a binding covenant with the universe. We said we weren't going to try to have kids until we saw Barney's doppelganger. Oh, this is bad news. This is like a black cat walked through my uterus. Okay, that's it. I am going back to Dr. Stangel and getting thoroughly checked out.","Yes, I know, we made our little deal with the universe, but..."
"Wow, it is like looking into a poorly dressed mirror.","No, Barney... Doctor, wait, please, it's... Can you just give us a couple minutes? I... Lily, how can I convince you that this is not Barney?",He checks out. I really don't have time for this.
"How you doing, Lily?! Should I have a boner?!","Yeah, I'm sorry, but unless I see Barney at the same time, I... I'll never be sure that Dr. Stangel isn't him.","Oh, yeah... Bjorney."
"Hey, you don't mind if I take pictures, do you?!",Thank you.,"Okay, we're all done. I'll call you in a few days with the results."
"Aw, yeah. Smile for the birdie, Lil! Gyno-mite!",I'm done for the day. You can leave him in here all night.,Can we leave him in here for a while?
Problem?! You can't get a girl pregnant. That's the dream. I'd give my firstborn to not be able to have children.,"Well, I was just putting on a brave face. Okay, think about it: we've had unprotected sx 203 times in the past four months. Obviously I'm the problem.","Okay, now you're being ridiculous. An hour ago, you didn't even think there was a problem."
"Exactly! Or when your... I don't know... friend invites you to a laser tag tournament, you don't fight it. You just strap on the vinyl holster and race into that abandoned JCPenney gns a-blazin'. I'm just agreeing with Ted.","Robin, a word of advice: play along. Okay, the more you fight it, the worse it's going to get. It's like when your car slides on ice, you steer into the skid.",And now everyone calls me Scherpoopie. It's not funny.
"I'll show you. Dad, there's, uh, there's something I need to tell you, and it's going to come as a bit of a shock to you, but here goes. You are speaking to the 2011 Tri-County Laser Tag Co-Champion.","But the news that I might not be able to give him a grandchild? You know, like, I don't even know how to have that conversation.",Right?! I found someone who can fix the Viking lamp!
"Oh, and my sperm don't work. Yeah, yeah, the laser tag thing is awesome.","Barney, I've already told...","I'll show you. Dad, there's, uh, there's something I need to tell you, and it's going to come as a bit of a shock to you, but here goes. You are speaking to the 2011 Tri-County Laser Tag Co-Champion."
"Think about it, Marshall. All entrants get 20 off at the snack bar! Oh, BT-dub, the receptionist. What's her situation?","Damn it, Barney! What are you doing in here?","Now... in some rare cases, a regimen change can fix the problem, so I'm recommending a spirited cardio routine. Preferably with a partner, involving any light-based firearm activity in the Tri-State area. Poughkeepsie, for example. Have you heard of the gentlemen's sport known as laser tag? Surprise!"
"Bro, that is awesome. Motility five!","Count, motility... everything's off the charts. You, sir, have got some strong swimmers.",My sperm is fine!
She said doody.,Judy duty.,"Okay, yes, Judy and I aren't besties, but today, whatever she needs, I'm there. I'm on Judy duty."
"Wait a minute! Today, we are gonna make Marshall laugh.","Uh, okay, while not all of us possess your lofty sense of decorum, Drug-DealerFrom-An-'80s-After-School-Special, we have to laugh today. It's healthy.","Really, guys? At a funeral?"
"Ted, what's the one thing that always cracks him up?",How?,"Wait a minute! Today, we are gonna make Marshall laugh."
"Internet footage of a guy getting hit in the nuts, exactly! So we are gonna get our bro a four-star nad rattler. You search knees, feet, banisters, fire hydrants and diving boards, and I'll cover bats, rackets, hockey sticks, golf clubs and riding crops.",Internet footage of a guy getting hit in the nuts.,"Ted, what's the one thing that always cracks him up?"
"Uh... Claws, paws, talons, hooves, beaks and clenched monkey fists. We can do this!",What about animals?,"Internet footage of a guy getting hit in the nuts, exactly! So we are gonna get our bro a four-star nad rattler. You search knees, feet, banisters, fire hydrants and diving boards, and I'll cover bats, rackets, hockey sticks, golf clubs and riding crops."
"Marshall Eriksen, you could use a laugh.","Yeah, well, your lunch money finally ran out. Kidding!","Hello, Trey. Long time. Mm-hmm. I was not aware that you had become a reverend."
Oh!,"Yeah! This video is entitled, Little League Coach Gets Hit in the Nuts by a Foul Ball and Then Vomits in a Garbage Can. I don't wanna give anything away. Let's just watch.","Marshall Eriksen, you could use a laugh."
"See? 'Cause, 'cause he got hit...",Oh!,"Yeah! This video is entitled, Little League Coach Gets Hit in the Nuts by a Foul Ball and Then Vomits in a Garbage Can. I don't wanna give anything away. Let's just watch."
The fat kid just runs away.,"...right in the nuts,","See? 'Cause, 'cause he got hit..."
"This next clip is entitled, Guy Playing Bagpipes Gets Hit in the Nuts by Low-Flying Seagull",This is worse than the pork chop.,Yeah! It's positive racism!
Here he comes... Oh! Oh! 'Cause he gets hit right in the nuts.,Let's see what happens.,"This next clip is entitled, Guy Playing Bagpipes Gets Hit in the Nuts by Low-Flying Seagull"
Fall off. Shorts just fall right off.,And then the fat kid loses his swim trunks.,Here he comes... Oh! Oh! 'Cause he gets hit right in the nuts.
"Exactly. All those famous last word people supposedly said? They're all made up. Like that patriotic dude, Nathan Hale, from third-grade history?","She's right. I mean, this idea that someone's last words have to be profound and meaningful? I mean, who can live up to that?",You should listen to it. Just don't put too much pressure on it.
You know what his real last words were?,My I only regret is I have but one life to lose for my country.,"Exactly. All those famous last word people supposedly said? They're all made up. Like that patriotic dude, Nathan Hale, from third-grade history?"
True story.,I'm peeing my pants!,You know what his real last words were?
So?,"Hey, stay hydrated.","Yeah! Robin gave me a little orange pill from her purse. I don't know what's in it, but things are flowin' pretty smooth right now."
It doesn't. That's true.,"We know, baby. But you'll always wonder, if you don't. Your dad loved you. It almost doesn't matter what he said.","I couldn't listen to it. Guys, this is hard."
"Man, I always thought I had it rough not really knowing my dad, but... now I realize at least I'll never have to suffer like this. Our next video is called German Shepherd Activates Tennis Ball Cannon While Fat Kid Sips Energy Drink.",Yes.,"Lawyered. Now can we all just admit that last words are, in fact, a big deal?"
And here's your phone number back.,"Whoa, they grow big out here.","Okay... okay, who is responsible for this? Who got Cousin Daphne drunk? She is 15 years old."
Yeah. Showing videos of guys getting hit in the nuts wasn't going to do anything. I'm just stupid.,"Well, at least someone's helping. We haven't made Marshall laugh once.","That salad's the first food she's eaten in two days. Sure, it's mostly cheese, mayonnaise and jelly beans, but it counts."
What we need to do is hit each other in the nuts.,Stupid.,Yeah. Showing videos of guys getting hit in the nuts wasn't going to do anything. I'm just stupid.
Lame.,"You know something, gorgeous, I'm the luckiest man alive.",Life is such a gift.
She's right. Your dad was hilarious.,"Hey, so it's a pocket dial. You have so many great memories with your dad. Who cares about the last one?",I have to listen to it. It's a pocket dial. It's nothing.
"Hey, Mom. I'm ready to meet my dad.","Hi, Dad.","Hi, Dad."
I hope I can pass this hot dog.,Could someone pass the ketchup?,"Yeah, and it's not like you can screw up a hot dog. Oh, God. This is so good. I'm gonna finish it in the bathroom."
Cute means fat,"Don't worry, Ted, she's cute.",Yes. And we miss you. But the cousin thing mostly. Let's get that going.
Not fat means ugly,She's not fat.,Cute means fat
I take back everything I said. That girl is extremely attractive.,"Oh, here she is.",Not fat means ugly
"Oh, honey.","Yeah, I always get those e- mails from Michelle Obama and sometimes Obama himself.","I know. You just want to wrap her up in a blanket and give her a cup of tea. She's, like, this little lost lamb who needs to be protected from the wolves. Speaking of whom..."
