response,context/0,context/1,context/2,context/3,context/4
Ooh-ooh-ooh! Are we opening presents?,"Youre thinking about this way too much. Just tell him and get it over with. Its like, its like ripping off this Band-Aid.  Oh mother ofSee?","I know, but I was just thinking about how huge this is for me. I didnt even go to how huge this was going to be for the father.",Well-well but it is huge.,"No, you! Phoebe you freaked me out. You kept saying how huge this all is!",Bus?
Okay.,"No! No! I shouldnt have even opened these! I mean IJoey I am out of control!! Joey, you have to do me a favor. No matter what I say, no matter what I do, please do not let me open another present! Okay?",Ooh-ooh-ooh! Are we opening presents?,"Youre thinking about this way too much. Just tell him and get it over with. Its like, its like ripping off this Band-Aid.  Oh mother ofSee?","I know, but I was just thinking about how huge this is for me. I didnt even go to how huge this was going to be for the father.",Well-well but it is huge.
Okay.,Give me one more.,Okay.,"No! No! I shouldnt have even opened these! I mean IJoey I am out of control!! Joey, you have to do me a favor. No matter what I say, no matter what I do, please do not let me open another present! Okay?",Ooh-ooh-ooh! Are we opening presents?,"Youre thinking about this way too much. Just tell him and get it over with. Its like, its like ripping off this Band-Aid.  Oh mother ofSee?"
"Oh good, uh youre here. Uh Pheebs? Listen uh sit down. I-I got something I want to say.",Hey.,Okay.,Give me one more.,Okay.,"No! No! I shouldnt have even opened these! I mean IJoey I am out of control!! Joey, you have to do me a favor. No matter what I say, no matter what I do, please do not let me open another present! Okay?"
"Umm, now uh Its a scary world out there, especially for a single mom. Yknow, now I always thought you and I had a special bond so  Phoebe Buffay, will you marry me?",All right.,"Oh good, uh youre here. Uh Pheebs? Listen uh sit down. I-I got something I want to say.",Hey.,Okay.,Give me one more.
Why?! Why cant she marry me?!,Phoebe!,"Hey lady, your days over! Its my turn!",You cant marry him!,Hell yeah! Ill marry you!,Oh my God! Joey!
Oh my God.,Shes not pregnant. Its Rachel. Rachels the one whos pregnant.,I can and I will!,Why?! Why cant she marry me?!,Phoebe!,"Hey lady, your days over! Its my turn!"
Whos the father?,Its Joey!,Phoebe I think he would notice if you didnt have a baby in nine months!,Hey!,Oh my God.,Shes not pregnant. Its Rachel. Rachels the one whos pregnant.
Ohh I wonder if that dude.,We dont know.,Whos the father?,Its Joey!,Phoebe I think he would notice if you didnt have a baby in nine months!,Hey!
Yeah.,Theres a dude?,Ohh I wonder if that dude.,We dont know.,Whos the father?,Its Joey!
"About a month ago this guy spent the night with Rachel, I didnt see who it was but",Who? Who is it?,Yeah.,Theres a dude?,Ohh I wonder if that dude.,We dont know.
The guy left this.,Was that story over?,"About a month ago this guy spent the night with Rachel, I didnt see who it was but",Who? Who is it?,Yeah.,Theres a dude?
You opened them all?,I dont know how any of these got opened?!,Thank you.,You can go.,Oh.,Im having a baby.
Oh hey! You got my parents gift!,"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",You opened them all?,I dont know how any of these got opened?!,Thank you.,You can go.
"Well, I dont know. I think it does something to salami.",Yeah. What is that?,Oh hey! You got my parents gift!,"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",You opened them all?,I dont know how any of these got opened?!
Yeah. What-what did Tag say?,Hey! Howd it go?,"Well, I dont know. I think it does something to salami.",Yeah. What is that?,Oh hey! You got my parents gift!,"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!"
"I do Rach. I do, and I so happy for you.",Tag is not the father! And Joey knows now?,Yeah. What-what did Tag say?,Hey! Howd it go?,"Well, I dont know. I think it does something to salami.",Yeah. What is that?
"Hey Rach listen, no matter what this guy says I want you to know youre not gonna be alone in this.","No, I will. Im just not up for it tonight.",So are you ever gonna tell whoever it is?,"Oh wow, you didnt even try to unhook my bra!","I do Rach. I do, and I so happy for you.",Tag is not the father! And Joey knows now?
Listen I uh  Rachel Green will you marry me?,Im not?,"Hey Rach listen, no matter what this guy says I want you to know youre not gonna be alone in this.","No, I will. Im just not up for it tonight.",So are you ever gonna tell whoever it is?,"Oh wow, you didnt even try to unhook my bra!"
"Pheebs, give me the ring back!",What?!!,What?!,What?,Listen I uh  Rachel Green will you marry me?,Im not?
I understand.,"No! Joey, oh youre so sweet. Youre so-so sweet, honey. But Im not, Im not looking for a husband.",No!!,"Pheebs, give me the ring back!",What?!!,What?!
"Uh yeah. Pheebs, listen about that. I only offered",I cant say that didnt hurt. But Ill take you back Joey Tribbiani.,"Now, if you will excuse me I am going to go and lie down.",I understand.,"No! Joey, oh youre so sweet. Youre so-so sweet, honey. But Im not, Im not looking for a husband.",No!!
There you go!,Ooh! A Salami Buddy!,"Uh yeah. Pheebs, listen about that. I only offered",I cant say that didnt hurt. But Ill take you back Joey Tribbiani.,"Now, if you will excuse me I am going to go and lie down.",I understand.
Oh my God!,Oh my God!!,"No-no, I took them from the hotel lobby. Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.  Hey! My sweater! Ive been looking for this for like a month!",Wait you stole those from these peoples wedding?,"Well, Im gonna go get these  in some water.",Okay!
Hey!,Thats right. Get it out of your system while were alone.,"Bermuda, Bahama, come on pretty mama",Yeah I am!,Hey! Babe! Arent you excited were going on our honeymoon?,He is so weird.
We know its Ross!,And I also wanted you guys to know that I am telling the father today.  What? What? What?,Thank you.,I want to tell you to have a good honeymoon!,Hey!,Oh good youre still here!
Im gonna be an uncle! Come here!,Me too!,I know!,This is so great! And Im gonna be your babys aunt!,"Oh, I so wanted Ross to know first, but Im so relieved you guys know.","It was his sweater, butOh my God!"
"Well that, that sounds good.",Well I was gonna tell him that Im-Im gonna have the baby and he can be as involved as he wants.,"Well, what were you gonna say?",Okay. Great! So now that you guys all know you can help me. Give me some advice on how Im gonna tell Ross!,"Yeah, but Im the only one related by blood.",Youre all gonna be aunts and uncles.
Bye.,"Yeah, bye.",Hey! Good luck!,"Yeah but how do I start? I mean, whats-whats the first thing that I say?","Well that, that sounds good.",Well I was gonna tell him that Im-Im gonna have the baby and he can be as involved as he wants.
What secrets?,I am an excellent secret keeper. I have kept all of our secrets.,I didnt think you could keep it a secret.,Why am I talking like this?!,"Well I guess there is no harm in telling you now, Rachel and Ross are gonna have a baby.","Hey, what was that all about?"
Youll tell me later?,"Oh no-no Joey, I am not going to tell you because I am an excellent secret keeper.",What secrets?,I am an excellent secret keeper. I have kept all of our secrets.,I didnt think you could keep it a secret.,Why am I talking like this?!
"Yknow, Monica and Chandler are married. Ross and Rachel are having a baby. Maybe you and I should do something.","Oh, it's so romantic to send people off on their honeymoon.",You already know.,Youll tell me later?,"Oh no-no Joey, I am not going to tell you because I am an excellent secret keeper.",What secrets?
"I dont have a key, they took mine to give to you.",All in good time my love. All in good time. Oh shoot! I left my guitar in their apartment. Well you can let me in later.,"Yknow, Monica and Chandler are married. Ross and Rachel are having a baby. Maybe you and I should do something.","Oh, it's so romantic to send people off on their honeymoon.",You already know.,Youll tell me later?
Why would they take away our keys?,What?! They took mine to give to you!,"I dont have a key, they took mine to give to you.",All in good time my love. All in good time. Oh shoot! I left my guitar in their apartment. Well you can let me in later.,"Yknow, Monica and Chandler are married. Ross and Rachel are having a baby. Maybe you and I should do something.","Oh, it's so romantic to send people off on their honeymoon."
No thats not it. They let me keep my key the last time they were out of town.,Maybe they dont trust us.,Why would they take away our keys?,What?! They took mine to give to you!,"I dont have a key, they took mine to give to you.",All in good time my love. All in good time. Oh shoot! I left my guitar in their apartment. Well you can let me in later.
"Hey, I washed those!",You mean the time you broke the ketchup bottle and cleaned it up with Monicas guest towels?,No thats not it. They let me keep my key the last time they were out of town.,Maybe they dont trust us.,Why would they take away our keys?,What?! They took mine to give to you!
Yeah that didnt sound like me.,No you didnt.,"Hey, I washed those!",You mean the time you broke the ketchup bottle and cleaned it up with Monicas guest towels?,No thats not it. They let me keep my key the last time they were out of town.,Maybe they dont trust us.
"Yeah, I have stuff in there too.","Well, what am I gonna do? I really need my guitar!",Yeah that didnt sound like me.,No you didnt.,"Hey, I washed those!",You mean the time you broke the ketchup bottle and cleaned it up with Monicas guest towels?
Monicas chicken parm! Ill take care of it.,What stuff?,"Yeah, I have stuff in there too.","Well, what am I gonna do? I really need my guitar!",Yeah that didnt sound like me.,No you didnt.
"Yeah, it seemed pretty important.","Well, she really wanted to talk to you now.","Oh well, I guess Ill catch up with her later.",Oh she was looking for you.,No why?,Did Rachel find you?
